YE,Aden,12.7794,45.0367
SY,Afrine,36.2333,37.3333
ES,Aguaviva,40.8221,-0.1953
US,Ajo,32.3717,-112.8607
SY,Al Masna`,33.7,35.9667
ES,Alcalá De Henares,40.482,-3.36
ES,Alcocer,40.4697,-2.6094
ES,Alcorcón,40.3465,-3.8125
ES,Alcoy,38.7054,-0.4743
ES,Aledo,37.7934,-1.5736
SY,Alep,36.2028,37.1586
SY,Aleppe,36.2028,37.1586
DE,Alexander,51.3,8.3667
GB,Alexandria,55.9833,-4.6
FR,Algolsheim,48.0064,7.5597
ES,Alicante,38.3462,-0.4877
SY,Al-kamishly,37.0497,41.2264
DE,Allee,53.75,10.2167
ES,Almería,36.8333,-2.45
ES,Alpedrete,40.6606,-4.0253
ES,Altea,38.5998,-0.0502
IN,Amalner,21.05,75.0667
IN,Amalner,21.05,75.0667
FR,Amiens,49.9,2.3
CK,Amuri,-18.8539,-159.7964
ES,Amurrio,43.05,-3
IN,Andheri,19.1167,72.8333
IN,Andheri,19.1167,72.8333
AD,Andorre,42.5,1.5167
AD,Anyós,42.5333,1.5333
ES,Arguineguín,27.7622,-15.6818
ES,Arinaga,27.8667,-15.3833
AD,Arinsal,42.5667,1.4833
DE,Arnstorf,48.5667,12.8167
CK,Arorangi,-21.2317,-159.8278
ES,Arriaga,42.8668,-2.6774
CK,Arutanga,-18.8686,-159.8
FR,Aubergenville,48.96,1.8547
FR,Avaray,47.7225,1.5644
CK,Avarua,-21.2078,-159.775
ES,Ávila,40.6572,-4.6995
DE,Bad Soden,50.1333,8.5
ES,Badalona,41.4471,2.2448
GB,Bagshot,51.3667,-0.6833
BG,Balkan,43.8333,26.8833
IN,Bangalore,12.9833,77.5833
IN,Bangalore,12.9833,77.5833
SY,Bâniâs,33.2456,35.6928
SY,Baniyas,35.1833,35.95
ES,Barcelona,41.3984,2.1741
AU,Basalt,-19.7516,145.3892
GB,Basingstoke,51.2667,-1.0833
YE,Bayt Mahfad,15.2522,44.1719
US,Bear Lake,41.9934,-79.5028
DE,Berger,51.7167,7.5
DE,Bergheim,50.9667,6.65
DE,Bergkamen,51.6333,7.6333
ES,Bermeo,43.4204,-2.7242
ES,Bernardos,41.1279,-4.3512
FR,Berre,43.4782,5.1741
FR,Besançon,47.2488,6.0182
FR,Besançon,47.2488,6.0182
US,Bethel,41.3807,-73.3915
DE,Bielefeld,52.0333,8.5333
GB,Biggleswade,52.0833,-0.2667
ES,Bilbao,43.2609,-2.9388
AD,Bixessarri,42.4833,1.4667
AU,Blackville,-31.6333,150.2333
BG,Blagoevgrad,42.0167,23.1
ES,Boadilla Del Monte,40.4028,-3.8756
DE,Bochum,51.4833,7.2167
NZ,Bombay,-37.1667,174.9833
IN,Bombay,18.975,72.8258
IN,Bombay,18.975,72.8258
DE,Bonn,50.7333,7.1
DE,Boppard,50.2333,7.6
FR,Bordeaux,44.8404,-0.5805
FR,Boulogne,43.2885,0.6477
US,Bowie,32.3265,-109.487
GB,Braddock,50.4333,-4.5833
US,Brattleboro,42.8509,-72.5579
US,Bridgeton,38.7667,-90.4201
GB,Brierfield,53.8167,-2.2333
FR,Bron,45.7402,4.9224
BG,Bulgarin,41.95,25.95
BG,Burgas,42.5,27.4667
DE,Burgdorf,52.45,10.0167
ES,Burgos,42.3502,-3.6753
DE,Bürstadt,49.6436,8.46
GB,Bury,53.6,-2.3
IN,Calcutta,22.5697,88.3697
IN,Calcutta,22.5697,88.3697
IN,Calicut,11.25,75.7667
IN,Calicut,11.25,75.7667
AU,Camden,-34.05,150.7
ES,Canal,43.4199,-5.5595
AD,Canillo,42.5667,1.6
NZ,Cardiff,-39.3667,174.2333
ES,Carme,41.532,1.6207
FR,Caro,43.1467,-1.2182
ES,Cartuja,36.6537,-6.0923
ES,Castellbisbal,41.4748,1.9799
ES,Castellón,39.9875,-0.0392
AU,Castle Hill,-33.7333,151
FR,Cergy,49.0364,2.0761
FR,Cestas,44.7434,-0.6791
SY,Chahba,32.85,36.6333
IN,Chandigarh,30.7343,76.7933
IN,Chandigarh,30.7343,76.7933
FR,Charenton-le-pont,48.8221,2.4122
IN,Chennai,13.0833,80.2833
IN,Chennai,13.0833,80.2833
FR,Chèvremont,47.6282,6.9216
US,Chicago,41.9288,-87.6315
GB,Chichester,50.8333,-0.7833
ES,Ciudad Real,38.9863,-3.9291
IN,Cochin,9.9667,76.2333
IN,Cochin,9.9667,76.2333
AU,Colo,-33.4333,150.8333
DE,Cologne,50.9333,6.95
ES,Colunga,43.4851,-5.27
ES,Compostela,41.8831,-8.1472
ES,Consell,39.6693,2.8149
FR,Coubron,48.9167,2.5833
FR,Crolles,45.282,5.8782
ES,Cubillo,41.1214,-3.9088
DE,Cuxhaven,53.8833,8.7
SY,Daadoûchîyé,37.0333,41.3167
SY,Damah,32.9544,36.4325
SY,Damasrakho,35.55,35.75
SY,Dâra,32.7181,36.4058
SY,Darayya,33.45,36.25
GB,Daventry,52.25,-1.1667
US,Dearborn,42.3295,-83.1908
ES,Derio,43.301,-2.878
ES,Deusto,43.2706,-2.9367
SY,Dimashq,33.5,36.3
BG,Dimitrovgrad,42.05,25.6
BG,Dobrich,43.5667,27.8333
DE,Donzdorf,48.6833,9.8167
DE,Dortmund,51.5167,7.45
FR,Douai,50.3724,3.089
DE,Dreieich,50,8.7
DE,Düsseldorf,51.2167,6.7667
GB,East Grinstead,51.1167,-0.0167
DE,Eching,48.3,11.6167
ES,El Águila,38.3,-5.0167
AD,El Serrat,42.6167,1.55
AD,El Tarter,42.5833,1.65
ES,Elcano,42.8305,-1.546
ES,Elda,38.4778,-0.7916
AD,Engordany,42.5167,1.55
IN,Ernakulam,9.9833,76.2833
AD,Erts,42.5667,1.5
DE,Eschborn,50.1333,8.55
FR,Étampes,48.433,2.1758
FR,Flers,48.7372,-0.5747
ES,Forma,39.85,4.2
US,Fort Lee,40.8483,-73.9725
DE,Frankfurt Am Main,50.1167,8.6833
DE,Freiburg,48,7.85
DE,Freising,48.4,11.7333
DE,Friolzheim,48.8333,8.8333
ES,Fuenlabrada,40.2842,-3.7941
DE,Fürth,49.4667,10.9667
BG,Gabrovo,42.8747,25.3342
ES,Gélida,41.4404,1.861
ES,Gerona,41.9825,2.8224
IN,Ghaziabad,28.6667,77.4333
IN,Ghaziabad,28.6667,77.4333
DE,Gießen,50.5833,8.65
DE,Göttingen,51.5333,9.9333
FR,Goussainville,49.0137,2.4659
DE,Gräfelfing,48.1,11.45
ES,Granollers,41.6078,2.2897
DE,Gremmerup,54.7833,9.5833
IN,Gurgaon,28.4667,77.0333
IN,Gurgaon,28.4667,77.0333
DE,Haan,51.2,7
SY,Habaa Ett Taïyeb,35.3833,36.25
YE,Haddah,15.2942,44.1633
GB,Hadleigh,51.5333,0.6
YE,Hadrami,15.2519,44.2833
DE,Halle,51.5,12
SY,Hamah,35.1333,36.75
US,Hanscom Afb,42.4585,-71.2752
SY,Harasta,33.5667,36.3667
IN,Haryana,29.6161,76.9806
IN,Haryana,29.6161,76.9806
BG,Haskovo,41.9403,25.5694
US,Haverhill,42.753,-71.0861
DE,Hessen,52.0167,10.7833
SY,Hims,34.7333,36.7167
YE,Hodaidah,14.7978,42.9522
YE,Hodeida,14.7978,42.9522
SY,Homs,34.7333,36.7167
ES,Hornos,37.8866,-3.189
ES,Hospitalet,40.9918,0.923
SY,Houraïré,33.6833,36.1333
SY,Huwayk,34.5444,36.4389
IN,Hyderabad,17.3753,78.4744
IN,Hyderabad,17.3753,78.4744
YE,Ibb,13.9667,44.1833
SY,Idlib,35.9297,36.6317
IN,Indore,22.7167,75.8333
IN,Indore,22.7167,75.8333
DE,Ismaning,48.2333,11.6333
FR,Issy-les-moulineaux,48.821,2.2772
SY,Jablah,35.35,35.9167
IN,Jaipur,26.9167,75.8167
IN,Jaipur,26.9167,75.8167
IN,Jalandhar,31.3256,75.5792
IN,Jalandhar,31.3256,75.5792
US,Jamaica,40.7148,-73.7939
SY,Jaramana,33.4833,36.35
ES,Jávea,38.7878,0.1619
IN,Jayanagar,26.5833,86.15
IN,Jayanagar,26.5833,86.15
DE,Jettingen,48.3833,10.4333
SY,Kabanah,35.7167,36.2167
SY,Kafer Halab,36.0667,36.8667
SY,Kamishli,37.0497,41.2264
DE,Karlsruhe,49.0047,8.3858
BG,Kazanlak,42.6167,25.4
US,Keuka Park,42.5669,-77.1325
SY,Kheurbet Es Saouda,34.65,36.5667
GB,Kidlington,51.8167,-1.2833
IN,Kolkata,22.5697,88.3697
IN,Kolkata,22.5697,88.3697
BG,Kostinbrod,42.8167,23.2167
ES,La Alberca,37.9398,-1.1416
AD,La Cortinada,42.5667,1.5167
ES,La Coruña,28.0333,-15.6667
FR,La Couronne,45.6167,0.1
ES,La Estrella,40.3662,-0.2945
ES,La Laguna,28.4853,-16.3201
AD,La Massana,42.55,1.5167
ES,La Rinconada,37.4873,-5.9826
YE,Lahij,13.0567,44.8819
DE,Lake,51.7833,8.5667
ES,Las Arenas,43.3282,-3.0092
ES,Las Palmas,28.0997,-15.4134
SY,Latakia,35.5167,35.7833
SY,Lattakia,35.5167,35.7833
SY,Lattaquié,35.5167,35.7833
FR,Le Bourget,48.9341,2.4358
ES,Lérida,41.6167,0.6222
AD,Les Escaldes,42.5,1.5333
FR,Levallois,48.8939,2.2886
BG,Levski,43.3667,25.1333
FR,Lille,50.633,3.0586
DE,Lindau,47.55,9.6833
YE,Little Aden,12.7489,44.8839
ES,Llanera,43.4333,-5.8833
ES,Lledó,40.9551,0.2777
ES,Llodio,43.1432,-2.962
AD,Llorts,42.6,1.5333
FR,Lognes,48.8354,2.63
FR,Lomme,50.6436,2.9871
GB,Longport,53.0333,-2.2167
ES,Los Olmos,40.0667,-0.9167
BG,Lovech,43.1333,24.7167
DE,Lübeck,53.8667,10.7
FR,Ludres,48.6218,6.1618
DE,Ludwigsburg,48.9,9.1833
DE,Ludwigshafen,49.4811,8.4353
GB,Luton,51.8833,-0.4167
FR,Lyon,45.7485,4.8467
FR,Lys-lès-lannoy,50.671,3.2292
ES,Madrid,40.4086,-3.6922
ES,Málaga,36.7267,-4.4348
IN,Manjeri,11.1167,76.1167
IN,Manjeri,11.1167,76.1167
ES,Manresa,41.7263,1.8258
ES,Manuel,39.0506,-0.4898
ES,Marbella,36.5105,-4.8857
ES,Mariana,40.1672,-2.146
AD,Mas D'alins,42.4333,1.45
SY,Masyaf,35.05,36.35
ES,Mataró,41.5421,2.4445
CK,Matavera,-21.2244,-159.7333
FR,Maurepas,47.1167,2.0333
US,Mckinney,33.2542,-96.6863
ES,Mediana,41.4667,-0.7058
DE,Menden,51.4333,7.8
FR,Mérignac,44.8325,-0.6338
AD,Meritxell,42.55,1.6
FR,Metz,49.1155,6.1759
FR,Metz,49.1155,6.1759
GB,Middlesborough,54.5728,-1.1628
ES,Mijas,36.5953,-4.6399
GB,Milton Keynes,52.0333,-0.7
BG,Moderno Predgradie,42.7167,23.2833
ES,Molina,38.0546,-1.2076
ES,Mollerusa,41.6297,0.8948
ES,Mondragón,43.0667,-2.4833
FR,Montpellier,43.6109,3.8772
ES,Moralzarzal,40.6785,-3.9707
FR,Morsang,48.5705,2.4981
ES,Móstoles,40.3209,-3.8628
SY,Muhardeh,35.25,36.5833
YE,Mukalla,14.53,49.1314
DE,Mülheim,51.4333,6.8833
DE,Munich,48.15,11.5833
ES,Murcia,37.987,-1.13
IN,Nagar,27.4333,77.1
IN,Nagar,27.4333,77.1
IN,Nagpur,21.15,79.1
IN,Nagpur,21.15,79.1
FR,Nancy,48.6921,6.1878
FR,Nanterre,48.8914,2.2003
US,Nashville,36.1473,-86.777
SY,Nawá,32.8833,36.05
DE,Nettetal,51.3167,6.2833
DE,Neufahrn,48.3167,11.6667
FR,Neuilly,47.2396,3.5036
FR,Neuilly-sur-seine,48.8833,2.2667
IN,New Delhi,28.6,77.2
IN,New Delhi,28.6,77.2
US,New Lisbon,39.8634,-85.263
US,New York,40.7528,-73.9725
CK,Ngatangiia,-21.2403,-159.7292
FR,Nice,43.7136,7.2595
FR,Notre Dame,48.7434,-1.2054
RU,Novgorod,42.65,130.8031
ES,Olarra,43.1488,-2.7892
AD,Ordino,42.55,1.5333
FR,Orléans,47.9029,1.9039
FR,Palaiseau,48.7167,2.2491
ES,Palencia,42.0096,-4.5241
ES,Palma,39.5743,2.6552
AD,Pas De La Casa,42.55,1.7333
ES,Peralta,42.3383,-1.8003
FR,Perret,45.8167,5.9167
BG,Pestera,42.0333,24.3
US,Piscataway,40.5516,-74.4637
US,Pittsburgh,40.4495,-79.988
ES,Playa,38.9167,-0.0833
BG,Pleven,43.4167,24.6167
BG,Plovdiv,42.15,24.75
BG,Pomorie,42.55,27.65
ES,Pozoblanco,38.3791,-4.8483
ES,Puertollano,38.6889,-4.1083
IN,Pune,18.5333,73.8667
IN,Pune,18.5333,73.8667
FR,Puteaux,48.8789,2.2393
SY,Qatana,33.4333,36.0833
SY,Rasm Hamdawi,34.9458,37.95
DE,Ratingen,51.3,6.85
YE,Rayshan Bani Matar,15.4667,44.0167
BG,Razgrad,43.5333,26.5167
ES,Real,38.8333,0.1333
YE,Redda,15.05,44.0667
ES,Redes,43.4244,-8.2043
US,Rego Park,40.7235,-73.8612
ES,Reus,41.1559,1.1074
US,Richmond,37.5858,-77.4888
FR,Robert,45.4299,2.0471
ES,Roca,43.1815,-7.8051
FR,Romainville,48.8854,2.4348
ES,Ronda,36.7461,-5.1614
US,Round Rock,30.5174,-97.6304
BG,Rousse,43.8564,25.9708
ES,Rubí,41.4923,2.033
FR,Rueil,48.8765,2.1897
DE,Rüsselsheim,49.9925,8.435
SY,Sâaïne Ech Charqîyé,34.9167,36.0333
ES,Sabadell,41.5433,2.1094
BG,Saedinenie,42.2667,24.55
SY,Safita,34.8167,36.1167
US,Saginaw,43.4312,-83.9337
SY,Sahnaya,33.4333,36.2
FR,Saint Médard,45.6007,4.362
ES,San Agustín,43.1316,-2.5634
US,San Francisco,37.7312,-122.3826
US,San Jose,37.3239,-121.9144
ES,San Salvador,43.3926,-3.806
ES,San Sebastian,28.0916,-17.1133
YE,Sana,15.4,47.7667
YE,Sanaa,15.3547,44.2067
YE,San'ah,15.3547,44.2067
AD,Sant Julià De Lòria,42.4667,1.5
ES,Sant Just Desvern,41.3833,2.0833
SY,Sarâqeb,35.8636,36.8006
YE,Saywun,15.9433,48.7933
YE,Sayyan,15.1664,44.3281
DE,Schneverdingen,53.1167,9.8
IN,Secunderabad,17.45,78.5
IN,Secunderabad,17.45,78.5
SY,Seidnaya,33.7,36.3667
ES,Sevilla,37.3824,-5.9761
AD,Sispony,42.5333,1.5167
IN,Sivakasi,9.45,77.8167
IN,Sivakasi,9.45,77.8167
BG,Sliven,42.6858,26.3292
GB,Slough,51.5,-0.5833
DE,Soest,51.5833,8.1167
BG,Sofia,42.6833,23.3167
AD,Soldeu,42.5833,1.6667
US,Somerset,40.4981,-74.5245
AD,Sornàs,42.5667,1.5333
US,Spring Creek,36.2053,-88.2125
DE,Stahnsdorf,52.3833,13.2167
BG,Stara Zagora,42.4328,25.6419
GB,Stockport,53.4,-2.15
GB,Stoke-on-trent,53,-2.1833
FR,Strasbourg,48.6004,7.7874
DE,Stuttgart,48.7667,9.1833
YE,Subar,15.2667,44.2667
FR,Sucy,48.7687,2.5347
IN,Surat,20.9667,72.9
IN,Surat,20.9667,72.9
BG,Svilengrad,41.7667,26.2
SY,Sweida,32.7,36.5667
GB,Tadworth,51.2833,-0.2333
YE,Taiz,14.7833,44.0333
SY,Tal,33.6,36.3
SY,Tardin,35.75,36.1833
BG,Tarnovo,43.0858,25.6556
ES,Tarragona,41.1167,1.25
SY,Tartoûs,34.8833,35.8833
SY,Tartus,34.8833,35.8833
YE,Thamar,14.5472,44.4528
IN,Thane,19.2,72.9667
IN,Thane,19.2,72.9667
CK,Titikaveka,-21.2719,-159.755
FR,Toulouse,43.5995,1.4332
IN,Trivandrum,8.5069,76.9569
IN,Trivandrum,8.5069,76.9569
IN,Ulhasnagar,19.2167,73.15
IN,Ulhasnagar,19.2167,73.15
ES,Urdiáin,42.887,-2.1368
ES,Urnieta,43.2466,-1.9913
FR,Valbonne,43.6413,7.0057
ES,Valdeorras,42.4189,-6.9818
US,Valhalla,41.0877,-73.7768
ES,Valladolid,41.6552,-4.7237
ES,Vallés,38.9852,-0.557
IN,Vani,20.3333,73.8833
IN,Vani,20.3333,73.8833
ES,Varadero,36.7252,-3.5218
BG,Varna,43.2167,27.9167
ES,Vigo,42.2328,-8.7226
ES,Villabalter,42.6219,-5.6198
FR,Villacoublay,48.782,2.1939
FR,Villefranche,47.9407,3.1297
FR,Villeurbanne,45.7655,4.8755
ES,Vitoria,42.85,-2.6667
BG,Vratca,43.21,23.5625
DE,Wadgassen,49.2667,6.7833
DE,Walldorf,49.3064,8.6453
GB,Wallington,51.35,-0.15
GB,Watford,51.6667,-0.4
GB,West Byfleet,51.3333,-0.5
IN,West Mambalam,13.0389,80.2258
IN,West Mambalam,13.0389,80.2258
GB,Wetherby,53.9167,-1.3833
DE,Wiesloch,49.2978,8.7014
DE,Willich,51.2667,6.55
US,Wilmington,39.4611,-83.8172
GB,Winnersh,51.4167,-0.8667
GB,Wokingham,51.4167,-0.8333
US,Woodside,40.7482,-73.9068
SY,Yabroûd,33.9667,36.6667
SY,Yabrud,33.9667,36.6667
SY,Zabadani,33.7167,36.0833
ES,Zamudio,43.286,-2.87
ES,Zaragoza,41.6453,-0.8849
